fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
3fe7f19e-57c0-4d0d-92ae-75e1c3c8a5da,2021-07-01 17:29:18 UTC,2021-07-01 17:47:20 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 17:36:19 UTC,2021-07-01 18:10:05 UTC,2,,2021JuneHawaii,,42.0565161,-87.6739014,POINT (-87.6739014 42.0565161),8b68e0cc-dfa8-424d-9160-e3dae66666ac,No,b866e40d-8f49-4e79-ab22-639660fe5507,,https://web.fulcrumapp.com/photos/view?photos=b866e40d-8f49-4e79-ab22-639660fe5507,2021-07-01,12:29,161.428522446311,14.359,,,5.783217
78622cb4-c3bd-426c-868b-dad73e9c1ea4,2021-07-01 17:30:59 UTC,2021-07-01 17:36:05 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 17:36:22 UTC,2021-07-01 17:36:22 UTC,1,,2021JuneHawaii,,42.0565742,-87.6739014,POINT (-87.6739014 42.0565742),7fca1742-9565-40d4-9732-f8776be424e7,Yes,e09997a7-c7b4-4714-94e5-b16566978f45,,https://web.fulcrumapp.com/photos/view?photos=e09997a7-c7b4-4714-94e5-b16566978f45,2021-07-01,12:30,161.238509314515,14.71,,,90.0
cfec5157-5e30-4ade-83e2-38e845eba3a1,2021-07-01 17:38:48 UTC,2021-07-01 17:39:24 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:06 UTC,2021-07-01 18:10:06 UTC,1,,2021JuneHawaii,,42.0565737,-87.6738945,POINT (-87.6738945 42.0565737),c47e0fe0-e906-4c19-a748-529277f216a8,Yes,02ba0f83-610f-4176-bf45-385f93dd1b97,,https://web.fulcrumapp.com/photos/view?photos=02ba0f83-610f-4176-bf45-385f93dd1b97,2021-07-01,12:38,161.214025681307,12.544,,,
7ee86f79-ce65-4a34-aa64-54945d44b6a3,2021-07-01 17:39:54 UTC,2021-07-01 17:42:33 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:07 UTC,2021-07-01 18:10:07 UTC,1,,2021JuneHawaii,,42.0565656,-87.6738695,POINT (-87.6738695 42.0565656),b89f9888-7315-4746-95a0-a1e9ecb9f9e7,Yes,2552e76f-4e76-43d8-8e55-ac866b612ba1,,https://web.fulcrumapp.com/photos/view?photos=2552e76f-4e76-43d8-8e55-ac866b612ba1,2021-07-01,12:39,161.565767594074,17.875,,,
da5a7b95-1770-4c49-90f5-1e9a1dcc1d54,2021-07-01 17:45:02 UTC,2021-07-01 17:47:02 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:07 UTC,2021-07-01 18:10:07 UTC,1,,2021JuneHawaii,,42.0565787,-87.6739017,POINT (-87.6739017 42.0565787),94ef447b-c084-471f-9b97-571699c18c55,Tracks,3ca34561-8dcc-411f-af8c-3bd30c78933e,,https://web.fulcrumapp.com/photos/view?photos=3ca34561-8dcc-411f-af8c-3bd30c78933e,2021-07-01,12:45,161.477062846705,14.213,,,90.0
fd81b307-536e-4ba5-8e8d-65452baefbf3,2021-07-01 17:47:22 UTC,2021-07-01 17:48:30 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:08 UTC,2021-07-01 18:10:08 UTC,1,,2021JuneHawaii,,42.0565904,-87.6738769,POINT (-87.6738769 42.0565904),0ac5646c-a416-4cba-afd7-4d74809a42f3,No,b04e6215-a64e-4368-8906-3291a8f5d6ce,,https://web.fulcrumapp.com/photos/view?photos=b04e6215-a64e-4368-8906-3291a8f5d6ce,2021-07-01,12:47,161.530810440992,14.498,,,52.43756
cdc1b152-f631-4d0c-8d48-6d3a2741aa26,2021-07-01 17:48:48 UTC,2021-07-01 17:54:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:09 UTC,2021-07-01 18:10:09 UTC,1,,2021JuneHawaii,,42.056589,-87.6738696,POINT (-87.6738696 42.056589),0f58f7ca-52aa-47df-97cb-557423b68a41,Yes,78ac6f93-8e97-4a84-92e0-66c72126ba97,,https://web.fulcrumapp.com/photos/view?photos=78ac6f93-8e97-4a84-92e0-66c72126ba97,2021-07-01,12:48,161.572360368614,13.738,,,
7f19f9eb-1ef0-437a-844f-96d151b671e1,2021-07-01 17:57:43 UTC,2021-07-01 18:04:10 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:11 UTC,2021-07-01 18:10:11 UTC,1,,2021JuneHawaii,,42.0565734,-87.6739004,POINT (-87.6739004 42.0565734),311ffd8e-9b77-413c-a884-f3978d932b6e,Yes,e1fc1871-3617-4d47-bb12-d91b4a3aaa3f,,https://web.fulcrumapp.com/photos/view?photos=e1fc1871-3617-4d47-bb12-d91b4a3aaa3f,2021-07-01,12:57,161.531887737394,20.0,,,
3a0eca91-3c31-48d4-abc2-82abd5d6176f,2021-07-01 18:04:18 UTC,2021-07-01 18:09:38 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 18:10:12 UTC,2021-07-01 18:10:12 UTC,1,,2021JuneHawaii,,42.0565782,-87.6738769,POINT (-87.6738769 42.0565782),410aa4b7-05ec-4596-bbd2-39a6d98af77f,Yes,31294c62-77fd-4a8a-8bd1-94bcc98f4160,,https://web.fulcrumapp.com/photos/view?photos=31294c62-77fd-4a8a-8bd1-94bcc98f4160,2021-07-01,13:04,161.576345941138,16.172,,,77.86077
d91e9ba3-f813-4553-9286-d5a9c27f2c38,2021-07-01 18:12:43 UTC,2021-07-01 18:15:53 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2021-07-01 19:12:38 UTC,2021-07-01 19:12:38 UTC,1,,2021JuneHawaii,,42.056591,-87.6738561,POINT (-87.6738561 42.056591),fb025b3c-85d2-4c98-b519-1787727fa68a,No,29400169-3ba3-4d3d-8499-201393a68886,,https://web.fulcrumapp.com/photos/view?photos=29400169-3ba3-4d3d-8499-201393a68886,2021-07-01,13:12,161.463739342545,14.422,,,
