fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,sample_photo,sample_photo_caption,sample_photo_url,substrate,substrate_other,substrate_notes,landscape,sky_view,gridsect,gridsect_index,grid_sect_direction,gridsect_radius,substrate_temperature,ambient_temperature_c,ambient_humidity,c_label,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
83428d5f-51be-4edd-b2bb-315984c5333b,2021-06-26 16:24:56 UTC,2021-06-26 16:26:07 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:03 UTC,2021-06-27 01:42:03 UTC,1,,2021JuneHawaii,,21.3989086,-157.8995079,POINT (-157.8995079 21.3989086),25f7a8cb-23fa-4c6b-803d-580d5cd02ac9,,https://web.fulcrumapp.com/photos/view?photos=25f7a8cb-23fa-4c6b-803d-580d5cd02ac9,Arthropod,,,Wild forest,Partially Obstructed,no,,,,20.9,23.1,77.8,C-6415,2021-06-26,06:24,379.69464220404,11.792,,,
8b68e0cc-dfa8-424d-9160-e3dae66666ac,2021-06-26 16:29:34 UTC,2021-06-26 16:31:00 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:05 UTC,2021-06-27 01:42:05 UTC,1,,2021JuneHawaii,,21.398944,-157.8994372,POINT (-157.8994372 21.398944),8b071e06-6d9f-40ba-bdeb-dae513ddfeae,,https://web.fulcrumapp.com/photos/view?photos=8b071e06-6d9f-40ba-bdeb-dae513ddfeae,Vegetal_litter/mix,,Dry eucalyptus Grove ,Wild forest,Partially Obstructed,no,,,,21.3,23.1,79.4,C-6391,2021-06-26,06:29,371.697949522246,5.499,,,262.75024
1cbf5bff-7858-4e65-b3bc-677a13f86333,2021-06-26 16:36:56 UTC,2021-06-26 16:38:00 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:06 UTC,2021-06-27 01:42:06 UTC,1,,2021JuneHawaii,,21.3995523,-157.8981278,POINT (-157.8981278 21.3995523),47fc9673-6f3c-469e-badc-41e12ea18cc8,,https://web.fulcrumapp.com/photos/view?photos=47fc9673-6f3c-469e-badc-41e12ea18cc8,Vegetal_litter/mix,,"Guava Grove, dried guava",Wild forest,Partially Obstructed,no,,,,21.3,22.4,82.2,C-6414,2021-06-26,06:36,375.690128066906,4.201,,,228.4726
b70a9cee-73a0-4801-a774-4339d2c2ad13,2021-06-26 16:39:11 UTC,2021-06-26 16:40:16 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:08 UTC,2021-06-27 01:42:08 UTC,1,,2021JuneHawaii,,21.4012239,-157.8962216,POINT (-157.8962216 21.4012239),af1e0aeb-0238-443a-9ebe-9e69692b67fe,,https://web.fulcrumapp.com/photos/view?photos=af1e0aeb-0238-443a-9ebe-9e69692b67fe,Rotting_nut/pod/seed/fruit,,Dry,Wild forest,Partially Obstructed,no,,,,21.6,23.1,79.3,C-6413,2021-06-26,06:39,390.455635800592,4.306,,,33.10538
aefa88d0-4937-4fb5-8ac3-e82afbcffa9f,2021-06-26 16:56:17 UTC,2021-06-26 16:57:02 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:08 UTC,2021-06-27 01:42:08 UTC,1,,2021JuneHawaii,,21.403625,-157.8884062,POINT (-157.8884062 21.403625),4f771e22-4386-4c70-8362-ff947c8ac500,,https://web.fulcrumapp.com/photos/view?photos=4f771e22-4386-4c70-8362-ff947c8ac500,Vegetal_litter/mix,,,Wild forest,Partially Obstructed,no,,,,20.4,22.4,82.3,C-6412,2021-06-26,06:56,431.156790142495,7.504,,,
0f58f7ca-52aa-47df-97cb-557423b68a41,2021-06-26 17:04:14 UTC,2021-06-26 17:05:14 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:09 UTC,2021-06-27 01:42:09 UTC,1,,2021JuneHawaii,,21.4035885,-157.8884486,POINT (-157.8884486 21.4035885),6e5ed820-4230-418f-9cf2-ddfadc2836ab,,https://web.fulcrumapp.com/photos/view?photos=6e5ed820-4230-418f-9cf2-ddfadc2836ab,Vegetal_litter/mix,,Crack of roots of eucalyptus,Wild forest,Partially Obstructed,no,,,,20.8,21.7,82.5,C-6397,2021-06-26,07:04,442.707200616924,4.006,,,29.91834
d7b46ec6-6586-44aa-9f09-0b13fd9d1508,2021-06-26 17:09:15 UTC,2021-06-26 17:09:56 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:10 UTC,2021-06-27 01:42:10 UTC,1,,2021JuneHawaii,,21.4038851,-157.8861232,POINT (-157.8861232 21.4038851),e6a9ee45-7b8f-4dae-a478-9000cf2f1dec,,https://web.fulcrumapp.com/photos/view?photos=e6a9ee45-7b8f-4dae-a478-9000cf2f1dec,Rotting_nut/pod/seed/fruit,,,Wild forest,Partially Obstructed,no,,,,20.5,23.1,83.5,C-6402,2021-06-26,07:09,457.938146859136,7.431,,,130.5946
311ffd8e-9b77-413c-a884-f3978d932b6e,2021-06-26 17:12:22 UTC,2021-06-26 17:13:22 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:10 UTC,2021-06-27 01:42:10 UTC,1,,2021JuneHawaii,,21.4044553,-157.8847623,POINT (-157.8847623 21.4044553),7b904faa-89d8-460e-9f91-3e34c5b67780,,https://web.fulcrumapp.com/photos/view?photos=7b904faa-89d8-460e-9f91-3e34c5b67780,Vegetal_litter/mix,,Crook of stump,Wild forest,Partially Obstructed,no,,,,20.3,21.9,82.8,C-6398,2021-06-26,07:12,476.045290267418,5.648,,,359.78082
0a00dc0d-2290-442b-b238-acc8592ac9fd,2021-06-26 17:24:32 UTC,2021-06-26 17:25:24 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:11 UTC,2021-06-27 01:42:11 UTC,1,,2021JuneHawaii,,21.4033756,-157.8820997,POINT (-157.8820997 21.4033756),58b4e390-5e5f-40a9-b513-bb0a51cca0c2,,https://web.fulcrumapp.com/photos/view?photos=58b4e390-5e5f-40a9-b513-bb0a51cca0c2,Rotting_nut/pod/seed/fruit,,,Wild forest,Partially Obstructed,no,,,,20.3,23.8,78.8,C-6403,2021-06-26,07:24,495.401418377631,21.44,,,
fb025b3c-85d2-4c98-b519-1787727fa68a,2021-06-26 17:27:27 UTC,2021-06-26 17:28:11 UTC,erik.andersen@northwestern.edu,erik.andersen@northwestern.edu,2021-06-27 01:42:12 UTC,2021-06-27 01:42:12 UTC,1,,2021JuneHawaii,,21.4031153,-157.8823595,POINT (-157.8823595 21.4031153),c6ea6f8d-846a-4224-9725-8c8ebf7b7f90,,https://web.fulcrumapp.com/photos/view?photos=c6ea6f8d-846a-4224-9725-8c8ebf7b7f90,Rotting_nut/pod/seed/fruit,,Flies on it,Wild forest,Partially Obstructed,no,,,,22,24.5,74.7,C-6400,2021-06-26,07:27,449.585899259969,16.08,,,84.0
